value	description	codesystem	code	iri
blastopore	blastopore	UBERON	0000100	http://purl.obolibrary.org/obo/UBERON_0000100
lobe of lung	lobe of lung	UBERON	0000101	http://purl.obolibrary.org/obo/UBERON_0000101
lung vasculature	lung vasculature	UBERON	0000102	http://purl.obolibrary.org/obo/UBERON_0000102
life cycle	life cycle	UBERON	0000104	http://purl.obolibrary.org/obo/UBERON_0000104
life cycle stage	life cycle stage	UBERON	0000105	http://purl.obolibrary.org/obo/UBERON_0000105
zygote stage	zygote stage	UBERON	0000106	http://purl.obolibrary.org/obo/UBERON_0000106
cleavage stage	cleavage stage	UBERON	0000107	http://purl.obolibrary.org/obo/UBERON_0000107
blastula stage	blastula stage	UBERON	0000108	http://purl.obolibrary.org/obo/UBERON_0000108
gastrula stage	gastrula stage	UBERON	0000109	http://purl.obolibrary.org/obo/UBERON_0000109
neurula stage	neurula stage	UBERON	0000110	http://purl.obolibrary.org/obo/UBERON_0000110
organogenesis stage	organogenesis stage	UBERON	0000111	http://purl.obolibrary.org/obo/UBERON_0000111
sexually immature stage	sexually immature stage	UBERON	0000112	http://purl.obolibrary.org/obo/UBERON_0000112
post-juvenile adult stage	post-juvenile adult stage	UBERON	0000113	http://purl.obolibrary.org/obo/UBERON_0000113
lung connective tissue	lung connective tissue	UBERON	0000114	http://purl.obolibrary.org/obo/UBERON_0000114
lung epithelium	lung epithelium	UBERON	0000115	http://purl.obolibrary.org/obo/UBERON_0000115
lung saccule	lung saccule	UBERON	0000116	http://purl.obolibrary.org/obo/UBERON_0000116
respiratory tube	respiratory tube	UBERON	0000117	http://purl.obolibrary.org/obo/UBERON_0000117
lung bud	lung bud	UBERON	0000118	http://purl.obolibrary.org/obo/UBERON_0000118
cell layer	cell layer	UBERON	0000119	http://purl.obolibrary.org/obo/UBERON_0000119
blood brain barrier	blood brain barrier	UBERON	0000120	http://purl.obolibrary.org/obo/UBERON_0000120
perineurium	perineurium	UBERON	0000121	http://purl.obolibrary.org/obo/UBERON_0000121
neuron projection bundle	neuron projection bundle	UBERON	0000122	http://purl.obolibrary.org/obo/UBERON_0000122
endoneurium	endoneurium	UBERON	0000123	http://purl.obolibrary.org/obo/UBERON_0000123
epineurium	epineurium	UBERON	0000124	http://purl.obolibrary.org/obo/UBERON_0000124
neural nucleus	neural nucleus	UBERON	0000125	http://purl.obolibrary.org/obo/UBERON_0000125
cranial nerve nucleus	cranial nerve nucleus	UBERON	0000126	http://purl.obolibrary.org/obo/UBERON_0000126
facial nucleus	facial nucleus	UBERON	0000127	http://purl.obolibrary.org/obo/UBERON_0000127
olivary body	olivary body	UBERON	0000128	http://purl.obolibrary.org/obo/UBERON_0000128
transverse foramen	transverse foramen	UBERON	0000130	http://purl.obolibrary.org/obo/UBERON_0000130
trochlea of humerus	trochlea of humerus	UBERON	0000144	http://purl.obolibrary.org/obo/UBERON_0000144
pectoral fin	pectoral fin	UBERON	0000151	http://purl.obolibrary.org/obo/UBERON_0000151
pelvic fin	pelvic fin	UBERON	0000152	http://purl.obolibrary.org/obo/UBERON_0000152
anterior region of body	anterior region of body	UBERON	0000153	http://purl.obolibrary.org/obo/UBERON_0000153
posterior region of body	posterior region of body	UBERON	0000154	http://purl.obolibrary.org/obo/UBERON_0000154
theca cell layer	theca cell layer	UBERON	0000155	http://purl.obolibrary.org/obo/UBERON_0000155
theca externa	theca externa	UBERON	0000156	http://purl.obolibrary.org/obo/UBERON_0000156
theca interna	theca interna	UBERON	0000157	http://purl.obolibrary.org/obo/UBERON_0000157
membranous layer	membranous layer	UBERON	0000158	http://purl.obolibrary.org/obo/UBERON_0000158
anal canal	anal canal	UBERON	0000159	http://purl.obolibrary.org/obo/UBERON_0000159
intestine	intestine	UBERON	0000160	http://purl.obolibrary.org/obo/UBERON_0000160
orifice	orifice	UBERON	0000161	http://purl.obolibrary.org/obo/UBERON_0000161
cloaca	cloaca	UBERON	0000162	http://purl.obolibrary.org/obo/UBERON_0000162
embryonic cloaca	embryonic cloaca	UBERON	0000163	http://purl.obolibrary.org/obo/UBERON_0000163
primitive urogenital sinus	primitive urogenital sinus	UBERON	0000164	http://purl.obolibrary.org/obo/UBERON_0000164
mouth	mouth	UBERON	0000165	http://purl.obolibrary.org/obo/UBERON_0000165
oral opening	oral opening	UBERON	0000166	http://purl.obolibrary.org/obo/UBERON_0000166
oral cavity	oral cavity	UBERON	0000167	http://purl.obolibrary.org/obo/UBERON_0000167
proximal-distal subdivision of colon	proximal-distal subdivision of colon	UBERON	0000168	http://purl.obolibrary.org/obo/UBERON_0000168
pair of lungs	pair of lungs	UBERON	0000170	http://purl.obolibrary.org/obo/UBERON_0000170
respiration organ	respiration organ	UBERON	0000171	http://purl.obolibrary.org/obo/UBERON_0000171
vomit	vomit	UBERON	0000172	http://purl.obolibrary.org/obo/UBERON_0000172
amniotic fluid	amniotic fluid	UBERON	0000173	http://purl.obolibrary.org/obo/UBERON_0000173
excreta	excreta	UBERON	0000174	http://purl.obolibrary.org/obo/UBERON_0000174
pleural effusion	pleural effusion	UBERON	0000175	http://purl.obolibrary.org/obo/UBERON_0000175
oronasal secretion	oronasal secretion	UBERON	0000176	http://purl.obolibrary.org/obo/UBERON_0000176
pus	pus	UBERON	0000177	http://purl.obolibrary.org/obo/UBERON_0000177
blood	blood	UBERON	0000178	http://purl.obolibrary.org/obo/UBERON_0000178
haemolymphatic fluid	haemolymphatic fluid	UBERON	0000179	http://purl.obolibrary.org/obo/UBERON_0000179
lateral lumbar region of abdomen	lateral lumbar region of abdomen	UBERON	0000180	http://purl.obolibrary.org/obo/UBERON_0000180
neck of radius	neck of radius	UBERON	0000199	http://purl.obolibrary.org/obo/UBERON_0000199
gyrus	gyrus	UBERON	0000200	http://purl.obolibrary.org/obo/UBERON_0000200
endothelial blood brain barrier	endothelial blood brain barrier	UBERON	0000201	http://purl.obolibrary.org/obo/UBERON_0000201
glial blood brain barrier	glial blood brain barrier	UBERON	0000202	http://purl.obolibrary.org/obo/UBERON_0000202
pallium	pallium	UBERON	0000203	http://purl.obolibrary.org/obo/UBERON_0000203
ventral part of telencephalon	ventral part of telencephalon	UBERON	0000204	http://purl.obolibrary.org/obo/UBERON_0000204
papula	papula	UBERON	0000205	http://purl.obolibrary.org/obo/UBERON_0000205
pharyngeal gill	pharyngeal gill	UBERON	0000206	http://purl.obolibrary.org/obo/UBERON_0000206
compound eye corneal lens	compound eye corneal lens	UBERON	0000207	http://purl.obolibrary.org/obo/UBERON_0000207
tetrapod frontal bone	tetrapod frontal bone	UBERON	0000209	http://purl.obolibrary.org/obo/UBERON_0000209
tetrapod parietal bone	tetrapod parietal bone	UBERON	0000210	http://purl.obolibrary.org/obo/UBERON_0000210
ligament	ligament	UBERON	0000211	http://purl.obolibrary.org/obo/UBERON_0000211
toilet claw	toilet claw	UBERON	0000212	http://purl.obolibrary.org/obo/UBERON_0000212
vertebral arch of axis	vertebral arch of axis	UBERON	0000218	http://purl.obolibrary.org/obo/UBERON_0000218
vertebral foramen of atlas	vertebral foramen of atlas	UBERON	0000219	http://purl.obolibrary.org/obo/UBERON_0000219
atlanto-occipital joint	atlanto-occipital joint	UBERON	0000220	http://purl.obolibrary.org/obo/UBERON_0000220
supraauricular point	supraauricular point	UBERON	0000221	http://purl.obolibrary.org/obo/UBERON_0000221
amniotic cavity	amniotic cavity	UBERON	0000301	http://purl.obolibrary.org/obo/UBERON_0000301
adductor longus	adductor longus	UBERON	0000303	http://purl.obolibrary.org/obo/UBERON_0000303
tendon sheath	tendon sheath	UBERON	0000304	http://purl.obolibrary.org/obo/UBERON_0000304
amnion	amnion	UBERON	0000305	http://purl.obolibrary.org/obo/UBERON_0000305
blastula	blastula	UBERON	0000307	http://purl.obolibrary.org/obo/UBERON_0000307
body wall	body wall	UBERON	0000309	http://purl.obolibrary.org/obo/UBERON_0000309
breast	breast	UBERON	0000310	http://purl.obolibrary.org/obo/UBERON_0000310
extensor muscle	extensor muscle	UBERON	0000311	http://purl.obolibrary.org/obo/UBERON_0000311
inner cambium layer of periosteum	inner cambium layer of periosteum	UBERON	0000312	http://purl.obolibrary.org/obo/UBERON_0000312
portion of cartilage tissue in tibia	portion of cartilage tissue in tibia	UBERON	0000313	http://purl.obolibrary.org/obo/UBERON_0000313
cecum mucosa	cecum mucosa	UBERON	0000314	http://purl.obolibrary.org/obo/UBERON_0000314
subarachnoid space	subarachnoid space	UBERON	0000315	http://purl.obolibrary.org/obo/UBERON_0000315
cervical mucus	cervical mucus	UBERON	0000316	http://purl.obolibrary.org/obo/UBERON_0000316
colonic mucosa	colonic mucosa	UBERON	0000317	http://purl.obolibrary.org/obo/UBERON_0000317
cytotrophoblast	cytotrophoblast	UBERON	0000319	http://purl.obolibrary.org/obo/UBERON_0000319
duodenal mucosa	duodenal mucosa	UBERON	0000320	http://purl.obolibrary.org/obo/UBERON_0000320
late embryo	late embryo	UBERON	0000323	http://purl.obolibrary.org/obo/UBERON_0000323
gastric gland	gastric gland	UBERON	0000325	http://purl.obolibrary.org/obo/UBERON_0000325
pancreatic juice	pancreatic juice	UBERON	0000326	http://purl.obolibrary.org/obo/UBERON_0000326
gut wall	gut wall	UBERON	0000328	http://purl.obolibrary.org/obo/UBERON_0000328
hair root	hair root	UBERON	0000329	http://purl.obolibrary.org/obo/UBERON_0000329
ileal mucosa	ileal mucosa	UBERON	0000331	http://purl.obolibrary.org/obo/UBERON_0000331
yellow bone marrow	yellow bone marrow	UBERON	0000332	http://purl.obolibrary.org/obo/UBERON_0000332
intestinal gland	intestinal gland	UBERON	0000333	http://purl.obolibrary.org/obo/UBERON_0000333
throat	throat	UBERON	0000341	http://purl.obolibrary.org/obo/UBERON_0000341
mucosa	mucosa	UBERON	0000344	http://purl.obolibrary.org/obo/UBERON_0000344
myelin	myelin	UBERON	0000345	http://purl.obolibrary.org/obo/UBERON_0000345
entire myelin sheath	entire myelin sheath	UBERON	0000347	http://purl.obolibrary.org/obo/UBERON_0000347
ophthalmic nerve	ophthalmic nerve	UBERON	0000348	http://purl.obolibrary.org/obo/UBERON_0000348
limbic system	limbic system	UBERON	0000349	http://purl.obolibrary.org/obo/UBERON_0000349
nuchal ligament	nuchal ligament	UBERON	0000351	http://purl.obolibrary.org/obo/UBERON_0000351
parenchyma	parenchyma	UBERON	0000353	http://purl.obolibrary.org/obo/UBERON_0000353
pharyngeal mucosa	pharyngeal mucosa	UBERON	0000355	http://purl.obolibrary.org/obo/UBERON_0000355
blastocyst	blastocyst	UBERON	0000358	http://purl.obolibrary.org/obo/UBERON_0000358
preputial gland	preputial gland	UBERON	0000359	http://purl.obolibrary.org/obo/UBERON_0000359
red bone marrow	red bone marrow	UBERON	0000361	http://purl.obolibrary.org/obo/UBERON_0000361
renal medulla	renal medulla	UBERON	0000362	http://purl.obolibrary.org/obo/UBERON_0000362
reticuloendothelial system	reticuloendothelial system	UBERON	0000363	http://purl.obolibrary.org/obo/UBERON_0000363
urothelium	urothelium	UBERON	0000365	http://purl.obolibrary.org/obo/UBERON_0000365
flexor muscle	flexor muscle	UBERON	0000366	http://purl.obolibrary.org/obo/UBERON_0000366
adductor brevis	adductor brevis	UBERON	0000368	http://purl.obolibrary.org/obo/UBERON_0000368
corpus striatum	corpus striatum	UBERON	0000369	http://purl.obolibrary.org/obo/UBERON_0000369
adductor magnus	adductor magnus	UBERON	0000370	http://purl.obolibrary.org/obo/UBERON_0000370
syncytiotrophoblast	syncytiotrophoblast	UBERON	0000371	http://purl.obolibrary.org/obo/UBERON_0000371
extensor digitorum brevis pes	extensor digitorum brevis pes	UBERON	0000372	http://purl.obolibrary.org/obo/UBERON_0000372
tapetum of corpus callosum	tapetum of corpus callosum	UBERON	0000373	http://purl.obolibrary.org/obo/UBERON_0000373
mandibular nerve	mandibular nerve	UBERON	0000375	http://purl.obolibrary.org/obo/UBERON_0000375
hindlimb stylopod	hindlimb stylopod	UBERON	0000376	http://purl.obolibrary.org/obo/UBERON_0000376
maxillary nerve	maxillary nerve	UBERON	0000377	http://purl.obolibrary.org/obo/UBERON_0000377
tongue muscle	tongue muscle	UBERON	0000378	http://purl.obolibrary.org/obo/UBERON_0000378
tracheal mucosa	tracheal mucosa	UBERON	0000379	http://purl.obolibrary.org/obo/UBERON_0000379
urinary bladder detrusor smooth muscle	urinary bladder detrusor smooth muscle	UBERON	0000381	http://purl.obolibrary.org/obo/UBERON_0000381
apocrine sweat gland	apocrine sweat gland	UBERON	0000382	http://purl.obolibrary.org/obo/UBERON_0000382
musculature of body	musculature of body	UBERON	0000383	http://purl.obolibrary.org/obo/UBERON_0000383
meniscus	meniscus	UBERON	0000387	http://purl.obolibrary.org/obo/UBERON_0000387
epiglottis	epiglottis	UBERON	0000388	http://purl.obolibrary.org/obo/UBERON_0000388
lens cortex	lens cortex	UBERON	0000389	http://purl.obolibrary.org/obo/UBERON_0000389
lens nucleus	lens nucleus	UBERON	0000390	http://purl.obolibrary.org/obo/UBERON_0000390
leptomeninx	leptomeninx	UBERON	0000391	http://purl.obolibrary.org/obo/UBERON_0000391
longissimus muscle	longissimus muscle	UBERON	0000392	http://purl.obolibrary.org/obo/UBERON_0000392
cochlear ganglion	cochlear ganglion	UBERON	0000395	http://purl.obolibrary.org/obo/UBERON_0000395
vallate papilla	vallate papilla	UBERON	0000396	http://purl.obolibrary.org/obo/UBERON_0000396
colonic epithelium	colonic epithelium	UBERON	0000397	http://purl.obolibrary.org/obo/UBERON_0000397
cartilage tissue of sternum	cartilage tissue of sternum	UBERON	0000398	http://purl.obolibrary.org/obo/UBERON_0000398
jejunal mucosa	jejunal mucosa	UBERON	0000399	http://purl.obolibrary.org/obo/UBERON_0000399
jejunal epithelium	jejunal epithelium	UBERON	0000400	http://purl.obolibrary.org/obo/UBERON_0000400
mandibular ramus	mandibular ramus	UBERON	0000401	http://purl.obolibrary.org/obo/UBERON_0000401
nasal vestibule	nasal vestibule	UBERON	0000402	http://purl.obolibrary.org/obo/UBERON_0000402
scalp	scalp	UBERON	0000403	http://purl.obolibrary.org/obo/UBERON_0000403
sympathetic trunk	sympathetic trunk	UBERON	0000407	http://purl.obolibrary.org/obo/UBERON_0000407
vertebral ganglion	vertebral ganglion	UBERON	0000408	http://purl.obolibrary.org/obo/UBERON_0000408
serous gland	serous gland	UBERON	0000409	http://purl.obolibrary.org/obo/UBERON_0000409
bronchial mucosa	bronchial mucosa	UBERON	0000410	http://purl.obolibrary.org/obo/UBERON_0000410
visual cortex	visual cortex	UBERON	0000411	http://purl.obolibrary.org/obo/UBERON_0000411
dermal papilla	dermal papilla	UBERON	0000412	http://purl.obolibrary.org/obo/UBERON_0000412
mucous gland	mucous gland	UBERON	0000414	http://purl.obolibrary.org/obo/UBERON_0000414
artery wall	artery wall	UBERON	0000415	http://purl.obolibrary.org/obo/UBERON_0000415
subdural space	subdural space	UBERON	0000416	http://purl.obolibrary.org/obo/UBERON_0000416
myoepithelium	myoepithelium	UBERON	0000420	http://purl.obolibrary.org/obo/UBERON_0000420
eccrine sweat gland	eccrine sweat gland	UBERON	0000423	http://purl.obolibrary.org/obo/UBERON_0000423
gastric pit	gastric pit	UBERON	0000424	http://purl.obolibrary.org/obo/UBERON_0000424
extravillous trophoblast	extravillous trophoblast	UBERON	0000426	http://purl.obolibrary.org/obo/UBERON_0000426
prostate epithelium	prostate epithelium	UBERON	0000428	http://purl.obolibrary.org/obo/UBERON_0000428
enteric plexus	enteric plexus	UBERON	0000429	http://purl.obolibrary.org/obo/UBERON_0000429
ventral intermediate nucleus of thalamus	ventral intermediate nucleus of thalamus	UBERON	0000430	http://purl.obolibrary.org/obo/UBERON_0000430
ventral medial complex of thalamus	ventral medial complex of thalamus	UBERON	0000431	http://purl.obolibrary.org/obo/UBERON_0000431
endopeduncular nucleus	endopeduncular nucleus	UBERON	0000432	http://purl.obolibrary.org/obo/UBERON_0000432
posterior paraventricular nucleus of thalamus	posterior paraventricular nucleus of thalamus	UBERON	0000433	http://purl.obolibrary.org/obo/UBERON_0000433
anterior paraventricular nucleus of thalamus	anterior paraventricular nucleus of thalamus	UBERON	0000434	http://purl.obolibrary.org/obo/UBERON_0000434
lateral tuberal nucleus	lateral tuberal nucleus	UBERON	0000435	http://purl.obolibrary.org/obo/UBERON_0000435
arachnoid barrier layer	arachnoid barrier layer	UBERON	0000437	http://purl.obolibrary.org/obo/UBERON_0000437
arachnoid trabecula	arachnoid trabecula	UBERON	0000439	http://purl.obolibrary.org/obo/UBERON_0000439
trabecula	trabecula	UBERON	0000440	http://purl.obolibrary.org/obo/UBERON_0000440
right testicular vein	right testicular vein	UBERON	0000442	http://purl.obolibrary.org/obo/UBERON_0000442
left testicular vein	left testicular vein	UBERON	0000443	http://purl.obolibrary.org/obo/UBERON_0000443
lymphoid follicle	lymphoid follicle	UBERON	0000444	http://purl.obolibrary.org/obo/UBERON_0000444
habenular trigone	habenular trigone	UBERON	0000445	http://purl.obolibrary.org/obo/UBERON_0000445
septum of telencephalon	septum of telencephalon	UBERON	0000446	http://purl.obolibrary.org/obo/UBERON_0000446
corpus albicans	corpus albicans	UBERON	0000450	http://purl.obolibrary.org/obo/UBERON_0000450
prefrontal cortex	prefrontal cortex	UBERON	0000451	http://purl.obolibrary.org/obo/UBERON_0000451
decidua basalis	decidua basalis	UBERON	0000453	http://purl.obolibrary.org/obo/UBERON_0000453
cerebral subcortex	cerebral subcortex	UBERON	0000454	http://purl.obolibrary.org/obo/UBERON_0000454
secretion of exocrine gland	secretion of exocrine gland	UBERON	0000456	http://purl.obolibrary.org/obo/UBERON_0000456
cavernous artery	cavernous artery	UBERON	0000457	http://purl.obolibrary.org/obo/UBERON_0000457
endocervix	endocervix	UBERON	0000458	http://purl.obolibrary.org/obo/UBERON_0000458
uterine wall	uterine wall	UBERON	0000459	http://purl.obolibrary.org/obo/UBERON_0000459
major vestibular gland	major vestibular gland	UBERON	0000460	http://purl.obolibrary.org/obo/UBERON_0000460
minor vestibular gland	minor vestibular gland	UBERON	0000461	http://purl.obolibrary.org/obo/UBERON_0000461
organism substance	organism substance	UBERON	0000463	http://purl.obolibrary.org/obo/UBERON_0000463
anatomical space	anatomical space	UBERON	0000464	http://purl.obolibrary.org/obo/UBERON_0000464
material anatomical entity	material anatomical entity	UBERON	0000465	http://purl.obolibrary.org/obo/UBERON_0000465
immaterial anatomical entity	immaterial anatomical entity	UBERON	0000466	http://purl.obolibrary.org/obo/UBERON_0000466
anatomical system	anatomical system	UBERON	0000467	http://purl.obolibrary.org/obo/UBERON_0000467
multicellular organism	multicellular organism	UBERON	0000468	http://purl.obolibrary.org/obo/UBERON_0000468
compound organ component	compound organ component	UBERON	0000471	http://purl.obolibrary.org/obo/UBERON_0000471
simple organ	simple organ	UBERON	0000472	http://purl.obolibrary.org/obo/UBERON_0000472
testis	testis	UBERON	0000473	http://purl.obolibrary.org/obo/UBERON_0000473
female reproductive system	female reproductive system	UBERON	0000474	http://purl.obolibrary.org/obo/UBERON_0000474
organism subdivision	organism subdivision	UBERON	0000475	http://purl.obolibrary.org/obo/UBERON_0000475
acellular anatomical structure	acellular anatomical structure	UBERON	0000476	http://purl.obolibrary.org/obo/UBERON_0000476
anatomical cluster	anatomical cluster	UBERON	0000477	http://purl.obolibrary.org/obo/UBERON_0000477
extraembryonic structure	extraembryonic structure	UBERON	0000478	http://purl.obolibrary.org/obo/UBERON_0000478
tissue	tissue	UBERON	0000479	http://purl.obolibrary.org/obo/UBERON_0000479
anatomical group	anatomical group	UBERON	0000480	http://purl.obolibrary.org/obo/UBERON_0000480
multi-tissue structure	multi-tissue structure	UBERON	0000481	http://purl.obolibrary.org/obo/UBERON_0000481
basal lamina of epithelium	basal lamina of epithelium	UBERON	0000482	http://purl.obolibrary.org/obo/UBERON_0000482
epithelium	epithelium	UBERON	0000483	http://purl.obolibrary.org/obo/UBERON_0000483
simple cuboidal epithelium	simple cuboidal epithelium	UBERON	0000484	http://purl.obolibrary.org/obo/UBERON_0000484
simple columnar epithelium	simple columnar epithelium	UBERON	0000485	http://purl.obolibrary.org/obo/UBERON_0000485
multilaminar epithelium	multilaminar epithelium	UBERON	0000486	http://purl.obolibrary.org/obo/UBERON_0000486
simple squamous epithelium	simple squamous epithelium	UBERON	0000487	http://purl.obolibrary.org/obo/UBERON_0000487
atypical epithelium	atypical epithelium	UBERON	0000488	http://purl.obolibrary.org/obo/UBERON_0000488
cavitated compound organ	cavitated compound organ	UBERON	0000489	http://purl.obolibrary.org/obo/UBERON_0000489
unilaminar epithelium	unilaminar epithelium	UBERON	0000490	http://purl.obolibrary.org/obo/UBERON_0000490
solid compound organ	solid compound organ	UBERON	0000491	http://purl.obolibrary.org/obo/UBERON_0000491
ileocecal valve	ileocecal valve	UBERON	0000569	http://purl.obolibrary.org/obo/UBERON_0000569
suspensory ligament of duodenum	suspensory ligament of duodenum	UBERON	0000642	http://purl.obolibrary.org/obo/UBERON_0000642
splenius capitis	splenius capitis	UBERON	0000711	http://purl.obolibrary.org/obo/UBERON_0000711
hippocampal commissure	hippocampal commissure	UBERON	0000908	http://purl.obolibrary.org/obo/UBERON_0000908
chyme	chyme	UBERON	0000910	http://purl.obolibrary.org/obo/UBERON_0000910
chyle	chyle	UBERON	0000911	http://purl.obolibrary.org/obo/UBERON_0000911
mucus	mucus	UBERON	0000912	http://purl.obolibrary.org/obo/UBERON_0000912
interstitial fluid	interstitial fluid	UBERON	0000913	http://purl.obolibrary.org/obo/UBERON_0000913
organismal segment	organismal segment	UBERON	0000914	http://purl.obolibrary.org/obo/UBERON_0000914
thoracic segment of trunk	thoracic segment of trunk	UBERON	0000915	http://purl.obolibrary.org/obo/UBERON_0000915
abdomen	abdomen	UBERON	0000916	http://purl.obolibrary.org/obo/UBERON_0000916
egg chorion	egg chorion	UBERON	0000920	http://purl.obolibrary.org/obo/UBERON_0000920
embryo	embryo	UBERON	0000922	http://purl.obolibrary.org/obo/UBERON_0000922
germ layer	germ layer	UBERON	0000923	http://purl.obolibrary.org/obo/UBERON_0000923
ectoderm	ectoderm	UBERON	0000924	http://purl.obolibrary.org/obo/UBERON_0000924
endoderm	endoderm	UBERON	0000925	http://purl.obolibrary.org/obo/UBERON_0000925
mesoderm	mesoderm	UBERON	0000926	http://purl.obolibrary.org/obo/UBERON_0000926
mesectoderm	mesectoderm	UBERON	0000927	http://purl.obolibrary.org/obo/UBERON_0000927
pharyngeal branch of vagus nerve	pharyngeal branch of vagus nerve	UBERON	0000929	http://purl.obolibrary.org/obo/UBERON_0000929
stomodeum	stomodeum	UBERON	0000930	http://purl.obolibrary.org/obo/UBERON_0000930
proctodeum	proctodeum	UBERON	0000931	http://purl.obolibrary.org/obo/UBERON_0000931
pharyngeal muscle	pharyngeal muscle	UBERON	0000933	http://purl.obolibrary.org/obo/UBERON_0000933
ventral nerve cord	ventral nerve cord	UBERON	0000934	http://purl.obolibrary.org/obo/UBERON_0000934
anterior commissure	anterior commissure	UBERON	0000935	http://purl.obolibrary.org/obo/UBERON_0000935
posterior commissure	posterior commissure	UBERON	0000936	http://purl.obolibrary.org/obo/UBERON_0000936
imaginal disc	imaginal disc	UBERON	0000939	http://purl.obolibrary.org/obo/UBERON_0000939
cranial nerve II	cranial nerve II	UBERON	0000941	http://purl.obolibrary.org/obo/UBERON_0000941
frontal nerve (branch of ophthalmic)	frontal nerve (branch of ophthalmic)	UBERON	0000942	http://purl.obolibrary.org/obo/UBERON_0000942
stomach	stomach	UBERON	0000945	http://purl.obolibrary.org/obo/UBERON_0000945
cardial valve	cardial valve	UBERON	0000946	http://purl.obolibrary.org/obo/UBERON_0000946
aorta	aorta	UBERON	0000947	http://purl.obolibrary.org/obo/UBERON_0000947
heart	heart	UBERON	0000948	http://purl.obolibrary.org/obo/UBERON_0000948
endocrine system	endocrine system	UBERON	0000949	http://purl.obolibrary.org/obo/UBERON_0000949
gracilis	gracilis	UBERON	0000950	http://purl.obolibrary.org/obo/UBERON_0000950
rotator muscle of the vertebral column	rotator muscle of the vertebral column	UBERON	0000951	http://purl.obolibrary.org/obo/UBERON_0000951
brain	brain	UBERON	0000955	http://purl.obolibrary.org/obo/UBERON_0000955
cerebral cortex	cerebral cortex	UBERON	0000956	http://purl.obolibrary.org/obo/UBERON_0000956
lamina	lamina	UBERON	0000957	http://purl.obolibrary.org/obo/UBERON_0000957
medulla of organ	medulla of organ	UBERON	0000958	http://purl.obolibrary.org/obo/UBERON_0000958
optic chiasma	optic chiasma	UBERON	0000959	http://purl.obolibrary.org/obo/UBERON_0000959
thoracic ganglion	thoracic ganglion	UBERON	0000961	http://purl.obolibrary.org/obo/UBERON_0000961
nerve of cervical vertebra	nerve of cervical vertebra	UBERON	0000962	http://purl.obolibrary.org/obo/UBERON_0000962
head sensillum	head sensillum	UBERON	0000963	http://purl.obolibrary.org/obo/UBERON_0000963
cornea	cornea	UBERON	0000964	http://purl.obolibrary.org/obo/UBERON_0000964
lens of camera-type eye	lens of camera-type eye	UBERON	0000965	http://purl.obolibrary.org/obo/UBERON_0000965
retina	retina	UBERON	0000966	http://purl.obolibrary.org/obo/UBERON_0000966
eye	eye	UBERON	0000970	http://purl.obolibrary.org/obo/UBERON_0000970
ommatidium	ommatidium	UBERON	0000971	http://purl.obolibrary.org/obo/UBERON_0000971
antenna	antenna	UBERON	0000972	http://purl.obolibrary.org/obo/UBERON_0000972
neck	neck	UBERON	0000974	http://purl.obolibrary.org/obo/UBERON_0000974
sternum	sternum	UBERON	0000975	http://purl.obolibrary.org/obo/UBERON_0000975
humerus	humerus	UBERON	0000976	http://purl.obolibrary.org/obo/UBERON_0000976
pleura	pleura	UBERON	0000977	http://purl.obolibrary.org/obo/UBERON_0000977
leg	leg	UBERON	0000978	http://purl.obolibrary.org/obo/UBERON_0000978
tibia	tibia	UBERON	0000979	http://purl.obolibrary.org/obo/UBERON_0000979
trochanter	trochanter	UBERON	0000980	http://purl.obolibrary.org/obo/UBERON_0000980
femur	femur	UBERON	0000981	http://purl.obolibrary.org/obo/UBERON_0000981
skeletal joint	skeletal joint	UBERON	0000982	http://purl.obolibrary.org/obo/UBERON_0000982
metatarsus region	metatarsus region	UBERON	0000983	http://purl.obolibrary.org/obo/UBERON_0000983
imaginal disc-derived wing	imaginal disc-derived wing	UBERON	0000984	http://purl.obolibrary.org/obo/UBERON_0000984
axillary vein	axillary vein	UBERON	0000985	http://purl.obolibrary.org/obo/UBERON_0000985
haltere	haltere	UBERON	0000987	http://purl.obolibrary.org/obo/UBERON_0000987
pons	pons	UBERON	0000988	http://purl.obolibrary.org/obo/UBERON_0000988
penis	penis	UBERON	0000989	http://purl.obolibrary.org/obo/UBERON_0000989
reproductive system	reproductive system	UBERON	0000990	http://purl.obolibrary.org/obo/UBERON_0000990
gonad	gonad	UBERON	0000991	http://purl.obolibrary.org/obo/UBERON_0000991
ovary	ovary	UBERON	0000992	http://purl.obolibrary.org/obo/UBERON_0000992
oviduct	oviduct	UBERON	0000993	http://purl.obolibrary.org/obo/UBERON_0000993
spermathecum	spermathecum	UBERON	0000994	http://purl.obolibrary.org/obo/UBERON_0000994
uterus	uterus	UBERON	0000995	http://purl.obolibrary.org/obo/UBERON_0000995
vagina	vagina	UBERON	0000996	http://purl.obolibrary.org/obo/UBERON_0000996
mammalian vulva	mammalian vulva	UBERON	0000997	http://purl.obolibrary.org/obo/UBERON_0000997
seminal vesicle	seminal vesicle	UBERON	0000998	http://purl.obolibrary.org/obo/UBERON_0000998
ejaculatory duct	ejaculatory duct	UBERON	0000999	http://purl.obolibrary.org/obo/UBERON_0000999
vas deferens	vas deferens	UBERON	0001000	http://purl.obolibrary.org/obo/UBERON_0001000
chitin-based cuticle	chitin-based cuticle	UBERON	0001001	http://purl.obolibrary.org/obo/UBERON_0001001
