value_en	description_en	codesystem	code	description_code	iri
epibranchial 3 element	epibranchial 3 element	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001907
mucosa of small intestine	mucosa of small intestine	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001204
stegochordal	stegochordal	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3000720
posterior segment of eyeball	posterior segment of eyeball	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001802
anal membrane	anal membrane	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0009195
shell of nucleus accumbens	shell of nucleus accumbens	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0012171
trochophore stage	trochophore stage	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0014862
cortical arch of kidney	cortical arch of kidney	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0009650
tail hair	tail hair	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0015148
gubernaculum (female)	gubernaculum (female)	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0008844
lacrimal lake	lacrimal lake	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0022273
